,nome,cpf,idade,data,endereco,estado,pais,nivel_educacao,salario,numero_filhos,estado_civil,area_atuacao
7123,Heitor Carvalho,597.160.284-58,35,25/07/1989,"Condomínio Marques, 702
Aparecida
95087313 Moreira / TO",São Paulo,Brasil,Pós-Graduação,10340,4,Casado(a),
7124,Renan Costa,750.926.138-40,53,23/08/1970,"Conjunto de Nunes, 76
Chácara Leonina
68631553 Carvalho / AP",Paraná,Brasil,Ensino Fundamental,12811,1,Divorciado(a),Marketing
7125,Matheus Camargo,392.568.740-83,23,28/03/2001,"Fazenda de Ferreira, 11
Serra Do Curral
09584757 Rios de Goiás / ES",Amazonas,Brasil,Mestrado,24189,2,,Administração
7126,Pedro Lucas Pires,546.230.981-33,56,09/04/1968,"Parque de Aragão, 45
Pilar
39519-580 Montenegro / AL",Goiás,Brasil,Pós-Graduação,4904,1,,Marketing
7127,Felipe Araújo,579.632.081-59,21,28/02/2003,"Rua de da Mota, 52
Glória
65817281 Macedo / SP",Pernambuco,Brasil,Doutorado,27328,3,Divorciado(a),
7128,Gabrielly Freitas,708.614.235-26,48,12/11/1975,"Ladeira de Cunha, 1
Solar Do Barreiro
37209-287 Gomes do Oeste / PE",Maranhão,Brasil,Ensino Médio,12418,1,Viúvo(a),Saúde
7129,Luiz Miguel Nascimento,132.065.847-44,32,04/12/1991,"Campo Gael Macedo, 37
Jaraguá
53121-455 Nogueira / PR",Pernambuco,Brasil,Ensino Fundamental,22433,3,Divorciado(a),Tecnologia
7130,Ana Clara Rios,960.172.583-03,53,08/02/1971,"Praça de Gonçalves, 58
Vila Nossa Senhora Do Rosário
31579478 da Mota da Praia / PA",Mato Grosso do Sul,Brasil,Ensino Superior,25662,1,Casado(a),Marketing
7131,Yasmin Fernandes,276.835.109-12,60,22/05/1964,"Distrito Yasmin da Cunha
Rio Branco
73900574 Campos da Serra / RR",Rio Grande do Norte,Brasil,Doutorado,4848,1,,Administração
7132,Valentim Pereira,832.014.695-05,39,17/04/1985,"Avenida de Correia, 97
Conjunto Providencia
90023-197 Pastor / RR",Santa Catarina,Brasil,Pós-Graduação,5473,1,Casado(a),Administração
7133,Joaquim Pires,320.467.851-26,35,09/12/1988,"Trevo Josué Siqueira, 1
Engenho Nogueira
22243032 Macedo da Mata / SE",Maranhão,Brasil,Ensino Superior,25181,1,Casado(a),Saúde
7134,Theo Montenegro,312.604.978-87,25,01/06/1999,"Rua Cunha, 97
São Jorge 2ª Seção
04828-515 Almeida do Sul / MA",Piauí,Brasil,Doutorado,23435,0,Solteiro(a),Tecnologia
7135,Bernardo Novaes,976.305.142-80,59,12/10/1964,"Largo Luara Abreu, 26
Esplanada
25004-771 Azevedo do Amparo / PB",Pará,Brasil,Ensino Médio,26488,3,Divorciado(a),
7136,Dr. Anthony Gabriel Freitas,092.857.316-86,45,28/02/1979,"Chácara de da Mata
Vila Madre Gertrudes 2ª Seção
13522820 Silveira / MT",Mato Grosso do Sul,Brasil,Ensino Médio,29445,4,Viúvo(a),Educação
7137,Diogo Cavalcanti,234.809.576-92,59,16/06/1965,"Setor Campos
Vitoria Da Conquista
38651-446 Sampaio / AC",Amazonas,Brasil,Pós-Graduação,10399,0,Casado(a),
7138,João Vitor Rodrigues,,19,22/11/2004,"Sítio Martins, 97
Guaratã
36178-052 Ferreira da Prata / RS",Bahia,Brasil,Ensino Superior,25469,0,Solteiro(a),Administração
7139,Diogo da Costa,253.689.047-38,33,22/09/1990,"Vila da Mata, 5
Sagrada Família
98426691 Abreu dos Dourados / RO",Santa Catarina,Brasil,Ensino Superior,5221,2,Viúvo(a),
7140,Luan Albuquerque,857.413.602-62,49,07/06/1975,"Passarela Guilherme Aparecida, 4
Nova Pampulha
42128910 Montenegro do Oeste / BA",Distrito Federal,Brasil,Ensino Médio,27744,2,,Educação
7141,Sra. Rafaela Albuquerque,702.813.964-69,37,30/09/1986,"Lago de Azevedo, 35
Ermelinda
11544865 Borges da Praia / CE",Bahia,Brasil,Ensino Superior,29554,1,Casado(a),Saúde
7142,Emilly Cunha,583.147.920-04,42,10/06/1982,"Pátio de Almeida, 2
Olhos D'água
76465036 Rodrigues / CE",Mato Grosso,Brasil,Mestrado,16008,0,Divorciado(a),Educação
7143,Srta. Raquel Jesus,367.928.405-56,56,10/06/1968,"Quadra Vargas, 71
Barão Homem De Melo 1ª Seção
90390130 Melo / SE",Roraima,Brasil,Ensino Médio,6749,2,Divorciado(a),Marketing
7144,Vitor Oliveira,796.034.852-92,60,25/11/1963,"Rua de Correia
Urca
62660-475 Barbosa / MA",Mato Grosso,Brasil,Pós-Graduação,12446,4,Divorciado(a),Engenharia
7145,Eloá Cardoso,807.394.256-92,42,05/12/1981,"Lagoa João Felipe Azevedo
Vila Ouro Minas
80659-744 Mendonça / AL",Espírito Santo,Brasil,Mestrado,21164,0,Viúvo(a),
7146,Dr. Nicolas Cassiano,623.018.794-96,32,05/02/1992,"Via de Rodrigues, 901
Comiteco
00868-384 Moreira / DF",Tocantins,Brasil,Mestrado,29361,2,,Administração
7147,Clarice Peixoto,671.928.340-50,37,16/09/1986,"Parque Mendonça, 16
São Gabriel
38655163 Freitas Alegre / PB",Rondônia,Brasil,Ensino Superior,22457,2,Solteiro(a),
7148,Lavínia Mendonça,698.523.147-00,22,18/06/2002,"Praia Maria Flor Montenegro, 60
Ouro Preto
23000313 Alves do Amparo / RR",Maranhão,Brasil,Ensino Fundamental,22765,0,,Marketing
7149,Fernando Fonseca,927.561.830-59,23,04/03/2001,"Estação Pedro Henrique Viana, 36
Planalto
14907-452 Camargo Verde / PA",Mato Grosso do Sul,Brasil,Ensino Fundamental,6513,0,Solteiro(a),Saúde
7150,Breno Azevedo,145.867.293-09,23,10/12/2000,"Campo de Farias, 92
Xangri-Lá
03631-881 Fogaça Alegre / MT",Mato Grosso do Sul,Brasil,Ensino Superior,6114,4,,
7151,Gustavo Pires,246.518.379-64,50,10/05/1974,"Rua Araújo, 93
Europa
99414-880 Souza da Serra / MA",Espírito Santo,Brasil,Ensino Médio,15753,4,Divorciado(a),Administração
7152,Dra. Ana Júlia das Neves,348.657.920-74,22,04/12/2001,"Avenida Isabelly Vargas, 44
Conjunto São Francisco De Assis
55566-828 Barros do Sul / MA",Roraima,Brasil,Ensino Superior,5127,4,Divorciado(a),Tecnologia
7153,Isabel Mendes,592.801.374-41,31,21/12/1992,"Estrada Ryan Rezende, 8
Cidade Jardim
79167315 Mendes / AL",Bahia,Brasil,Pós-Graduação,7361,2,Solteiro(a),Engenharia
7154,Calebe Farias,397.410.685-57,34,04/10/1989,,,Brasil,Doutorado,10676,2,,Engenharia
7155,Mirella Dias,301.698.725-21,48,09/10/1975,"Trevo Isis Martins, 8
Gameleira
01946877 Correia do Norte / MS",Rio de Janeiro,Brasil,Pós-Graduação,11645,3,Casado(a),Engenharia
7156,Sr. Breno Moreira,281.640.375-08,56,21/04/1968,"Vale de Rodrigues, 88
Nazare
58651552 Caldeira do Campo / ES",Rondônia,Brasil,Doutorado,2671,1,Divorciado(a),Tecnologia
7157,Mariana Teixeira,527.431.890-88,43,17/07/1981,"Lagoa de Monteiro
Pindorama
75985871 Montenegro / MT",Tocantins,Brasil,Ensino Superior,7976,2,Divorciado(a),Educação
7158,Ravi Lucca Dias,358.907.146-00,50,04/07/1974,"Chácara de da Mata, 353
Horto
96059265 da Costa de Montenegro / DF",Mato Grosso,Brasil,Pós-Graduação,27134,0,Divorciado(a),Engenharia
7159,Dr. Vitor Souza,407.613.825-26,18,22/06/2006,"Campo Moraes, 948
Fernão Dias
35741785 Rocha / GO",Piauí,Brasil,Ensino Médio,19780,2,,Administração
7160,Maria Helena da Mota,749.102.683-40,24,29/09/1999,"Fazenda Novaes
Vila Olhos D'água
90539204 da Mota / RR",Goiás,Brasil,Ensino Fundamental,6245,2,Viúvo(a),Administração
7161,Maria Fernanda Costa,476.029.158-01,25,04/07/1999,"Vereda Carlos Eduardo Freitas, 84
Inconfidência
58390-816 Pinto / SP",Distrito Federal,Brasil,Pós-Graduação,6500,0,,
7162,Pedro da Costa,104.259.687-58,44,20/03/1980,"Alameda da Rocha, 52
Marilandia
18998-210 da Luz da Serra / ES",Distrito Federal,Brasil,Doutorado,25101,3,Viúvo(a),Educação
7163,Gustavo Alves,142.306.857-26,23,24/11/2000,"Colônia Cavalcanti, 49
Alto Caiçaras
94694701 Marques da Serra / SP",Rio Grande do Sul,Brasil,Mestrado,1579,1,,Saúde
7164,Cauê Pastor,389.512.674-82,31,30/03/1993,"Lagoa de Cunha, 133
Jaqueline
89635828 Pastor Paulista / MS",Distrito Federal,Brasil,Ensino Fundamental,6095,3,Viúvo(a),Engenharia
7165,Benjamim da Rocha,615.394.287-37,22,08/06/2002,"Favela Cavalcante, 752
Vila Da Paz
31685-474 Fogaça / RN",Maranhão,Brasil,Ensino Fundamental,13009,4,Solteiro(a),
7166,Otávio Marques,409.816.352-70,52,29/02/1972,"Setor Pietro Pereira, 78
Vila Nova Dos Milionarios
20686-957 Monteiro / RJ",Piauí,Brasil,Ensino Superior,25197,0,Casado(a),Tecnologia
7167,Augusto Brito,158.240.679-02,34,22/04/1990,"Viela de Moreira, 823
Aguas Claras
17027406 Rodrigues / PB",Rio de Janeiro,Brasil,Pós-Graduação,18314,0,Viúvo(a),Saúde
7168,Felipe da Cunha,982.305.741-97,25,06/12/1998,"Esplanada da Luz, 36
Alta Tensão 2ª Seção
19374-110 Guerra / AP",Mato Grosso do Sul,Brasil,Ensino Médio,8006,3,Solteiro(a),Tecnologia
7169,Renan Freitas,362.781.045-71,32,25/01/1992,"Distrito Natália Machado, 2
Bairro Das Indústrias Ii
30303-460 da Cunha / AP",Pernambuco,Brasil,Ensino Superior,18666,2,Divorciado(a),Tecnologia
7170,Heloisa Jesus,374.526.980-29,50,13/03/1974,"Distrito Rafaela da Cruz, 82
Vila Bandeirantes
29993632 Costela / MT",Distrito Federal,Brasil,Ensino Fundamental,11908,0,Casado(a),Saúde
7171,Lorenzo Rodrigues,304.597.821-50,49,30/07/1975,"Vereda Luísa Novaes, 30
Trevo
99390-260 Sampaio dos Dourados / MG",Paraíba,Brasil,Ensino Fundamental,22688,2,Casado(a),Saúde
7172,Isaac Vasconcelos,907.328.415-50,35,18/09/1988,"Quadra Pereira, 362
Vila Primeiro De Maio
70882-035 Carvalho / AC",Minas Gerais,Brasil,Mestrado,16680,4,,Educação
7173,Dra. Beatriz Ferreira,631.472.509-70,42,30/06/1982,"Lago Emanuel Camargo, 26
Mala E Cuia
86801-572 Monteiro das Pedras / DF",Tocantins,Brasil,Ensino Fundamental,27159,4,Solteiro(a),Marketing
7174,Larissa Martins,097.286.413-03,37,15/11/1986,"Feira Azevedo, 646
Ouro Preto
75825237 Pastor de Ribeiro / PA",Paraíba,Brasil,Pós-Graduação,24562,1,Viúvo(a),Engenharia
7175,Thales Mendes,937.206.815-21,31,07/04/1993,"Área Marques, 3
Serra Verde
11818833 Cardoso de Minas / AM",Maranhão,Brasil,Mestrado,23065,4,Viúvo(a),Engenharia
7176,Luiz Felipe Dias,078.269.154-49,60,18/08/1964,"Morro de Garcia, 31
Conjunto Lagoa
20462-047 Porto de Pinto / GO",Rio Grande do Sul,Brasil,Ensino Fundamental,14978,0,,
7177,Maria Cirino,298.530.674-47,33,30/10/1990,"Quadra Júlia Almeida, 5
Vila Primeiro De Maio
44053961 da Conceição Verde / AP",Paraná,Brasil,Ensino Fundamental,13680,3,Casado(a),Engenharia
7178,Asafe Lima,357.984.021-50,32,10/07/1992,"Rodovia Gabriela Farias, 46
São João
77047116 Gomes de da Rosa / MG",Amapá,Brasil,Ensino Fundamental,17501,4,Viúvo(a),Administração
7179,Henry Gabriel Pacheco,042.791.356-06,48,20/04/1976,"Trecho Nascimento, 45
Santa Rosa
96035-302 Machado da Serra / MS",Goiás,Brasil,Ensino Fundamental,28502,3,Casado(a),Educação
7180,Sra. Vitória Rocha,902.836.571-03,26,03/01/1998,"Rodovia de Siqueira, 92
Vila Trinta E Um De Março
50267-557 Vieira / RJ",Minas Gerais,Brasil,Ensino Médio,4441,4,Casado(a),Administração
7181,João Vitor Sampaio,,22,11/10/2001,"Passarela de Alves, 57
Barroca
11797691 Ribeiro / MS",Amapá,Brasil,Pós-Graduação,7072,2,Divorciado(a),Saúde
7182,Daniel Mendonça,230.946.871-13,56,07/05/1968,"Viela Porto, 621
Castelo
40712-618 Martins / RR",Espírito Santo,Brasil,Pós-Graduação,14823,2,Solteiro(a),Tecnologia
7183,Isaque da Rocha,489.235.107-50,19,12/03/2005,"Recanto Albuquerque, 418
Eymard
42070750 Cardoso / BA",Amapá,Brasil,Pós-Graduação,17497,2,Casado(a),Marketing
7184,Raul Camargo,183.062.497-04,30,15/02/1994,"Vila Souza, 76
Vila Antena Montanhês
19343468 Gomes do Campo / RJ",Pará,Brasil,Ensino Superior,28327,4,Divorciado(a),
7185,Maria Fernanda Casa Grande,203.157.649-61,37,24/03/1987,"Residencial Brito, 55
Vila Nova
97279569 Caldeira das Flores / AP",Distrito Federal,Brasil,Ensino Superior,28887,4,Viúvo(a),Administração
7186,Manuela Almeida,683.975.420-00,57,17/11/1966,"Feira Albuquerque, 34
Vila Independencia 1ª Seção
30500-228 Novais / RS",Piauí,Brasil,Pós-Graduação,25484,0,,Engenharia
7187,Luiz Henrique Silveira,275.930.468-00,36,19/06/1988,"Vale de da Conceição, 72
Cardoso
65595325 Pastor / RS",Minas Gerais,Brasil,Ensino Fundamental,5820,3,Divorciado(a),Marketing
7188,Carolina Silva,687.501.392-40,27,09/01/1997,"Rodovia Théo da Paz
Vista Do Sol
38781084 Cavalcante do Sul / PA",Rio Grande do Norte,Brasil,Mestrado,17664,4,Divorciado(a),Educação
7189,Ester Camargo,972.610.453-06,26,29/05/1998,"Sítio Maria Julia Vasconcelos, 95
Aparecida
39257-049 da Rosa das Pedras / PA",Alagoas,Brasil,Pós-Graduação,23581,4,,Saúde
7190,Bianca Oliveira,017.239.846-04,58,03/10/1965,"Campo Hellena Peixoto, 748
Santo Antônio
97925337 da Rocha / SC",Alagoas,Brasil,Doutorado,2688,0,Casado(a),Marketing
7191,Ana Carolina Rodrigues,714.396.058-66,27,10/09/1996,"Aeroporto Emanuelly Viana, 49
Novo Glória
13129067 Jesus Alegre / PA",Espírito Santo,Brasil,Pós-Graduação,10285,1,Viúvo(a),
7192,Hadassa da Rocha,247.851.903-88,45,24/01/1979,"Estação de Andrade, 944
Serrano
48465249 Rezende / PE",Tocantins,Brasil,Pós-Graduação,3056,3,Casado(a),Administração
7193,Kevin Oliveira,063.215.874-35,42,23/10/1981,"Praça Cardoso, 94
Conjunto Floramar
73155-202 Leão de Pacheco / PA",Maranhão,Brasil,Ensino Fundamental,22634,4,,Educação
7194,Manuela Viana,948.376.051-84,33,04/11/1990,"Chácara da Cunha, 22
Maria Helena
94227892 Ramos do Oeste / BA",Rio Grande do Norte,Brasil,Ensino Fundamental,29155,3,Divorciado(a),Marketing
7195,Maria Julia Câmara,357.094.286-47,43,05/03/1981,"Aeroporto de da Rocha, 96
Jardinópolis
47831339 Caldeira de Ribeiro / BA",Roraima,Brasil,Pós-Graduação,7930,3,,Educação
7196,Ana Sophia Rios,734.561.280-53,45,15/01/1979,"Vila de Sousa, 25
Ápia
87050811 da Mota / RJ",Tocantins,Brasil,Pós-Graduação,4138,3,Divorciado(a),Saúde
7197,André Viana,174.385.629-64,43,14/09/1980,"Via Mateus Rezende
Penha
29450-222 Alves de Montenegro / RN",Pará,Brasil,Mestrado,21391,2,Viúvo(a),Tecnologia
7198,Anna Liz Farias,732.698.140-03,21,16/04/2003,"Esplanada de Rios, 8
Oeste
46512-445 Pacheco / AP",Rio Grande do Norte,Brasil,Ensino Superior,3410,0,Viúvo(a),Administração
7199,Eduarda Souza,523.164.978-37,30,20/12/1993,"Chácara de da Mata, 25
Santo Antônio
42253300 Pinto do Sul / SE",Mato Grosso,Brasil,Mestrado,4005,4,,Tecnologia
7200,Clara Abreu,430.657.289-74,47,21/07/1977,"Campo Helena Sá, 8
Barreiro
06180271 Castro / PE",Maranhão,Brasil,Ensino Médio,9254,2,,Marketing
7201,Mariane Fonseca,297.380.564-38,53,14/10/1970,"Aeroporto Brito, 71
Vila Piratininga
66555-014 Albuquerque / PA",Ceará,Brasil,Mestrado,1888,3,Casado(a),Engenharia
7202,Bella Garcia,937.206.584-65,48,03/09/1975,"Ladeira Mendes
Vila Puc
46139578 Correia da Mata / AL",Paraná,Brasil,Pós-Graduação,21749,1,Solteiro(a),Marketing
7203,Ana Cavalcanti,963.871.254-64,25,15/05/1999,"Avenida Vinícius Aparecida, 783
Granja De Freitas
19086-822 Rezende de Cunha / RS",Goiás,Brasil,Mestrado,24850,2,Viúvo(a),Tecnologia
7204,Isis Camargo,953.124.078-79,30,11/04/1994,"Sítio de Monteiro, 86
Nossa Senhora Do Rosário
48785-935 Guerra / MA",Paraná,Brasil,Ensino Fundamental,22880,0,Solteiro(a),Engenharia
7205,Sra. Aylla Cunha,126.473.859-55,27,23/12/1996,"Avenida de Pacheco, 545
Vila Oeste
29465-090 Silveira / MS",Paraná,Brasil,Doutorado,3348,0,Viúvo(a),Marketing
7206,Oliver Nascimento,952.046.817-01,19,07/09/2004,"Favela de Siqueira, 205
Vila Mantiqueira
16203-841 da Rosa da Prata / AP",Sergipe,Brasil,Doutorado,20951,1,Viúvo(a),Saúde
7207,Sabrina Macedo,318.546.729-91,46,04/07/1978,"Núcleo Vieira, 8
Canadá
44786522 Dias / SE",Rondônia,Brasil,Ensino Superior,24544,1,Casado(a),Administração
7208,Pietro das Neves,048.672.913-31,38,03/05/1986,"Condomínio Sousa, 944
Conjunto Providencia
57870296 Moura / MA",Acre,Brasil,Ensino Superior,9634,2,Solteiro(a),Engenharia
7209,Daniel Martins,506.478.923-83,60,25/08/1963,"Praia da Mata, 24
Vila Da Amizade
47841648 Cavalcanti / PE",Paraíba,Brasil,Ensino Fundamental,3527,4,Viúvo(a),Marketing
7210,Pedro Correia,530.169.284-42,47,04/04/1977,"Recanto de Marques, 85
Bairro Das Indústrias Ii
22466839 Cavalcanti do Galho / SE",Paraíba,Brasil,Ensino Superior,23941,0,Casado(a),Engenharia
7211,Bernardo Melo,421.639.508-24,20,25/08/2003,"Praça de Viana, 412
Teixeira Dias
65810-020 Sampaio da Praia / MT",Rio de Janeiro,Brasil,Ensino Fundamental,12682,4,Viúvo(a),Engenharia
7212,João Rodrigues,542.703.691-16,45,21/05/1979,"Aeroporto Beatriz Pires, 662
Vila Olhos D'água
03926230 Novais / TO",Tocantins,Brasil,Ensino Médio,16321,3,Casado(a),
7213,Gabriel Porto,309.426.718-13,58,26/10/1965,"Núcleo Ana Luiza da Cruz, 65
Minas Caixa
03596-100 Cassiano / RR",Roraima,Brasil,Ensino Médio,1877,1,Solteiro(a),Tecnologia
7214,Eloá Montenegro,013.698.475-48,38,15/06/1986,"Praça Luiz Otávio Gomes, 847
Alto Barroca
64357-733 Freitas / SC",São Paulo,Brasil,Ensino Fundamental,6341,3,Casado(a),Engenharia
7215,Théo Silveira,213.750.698-02,27,03/09/1996,"Passarela de Jesus, 98
Flavio Marques Lisboa
64520676 Aragão / RR",Rio Grande do Sul,Brasil,Mestrado,12269,2,Divorciado(a),Engenharia
7216,Isabella Gomes,457.392.186-91,59,11/03/1965,"Praça Vasconcelos, 5
Conjunto Califórnia I
71572-042 Aragão de Rezende / RJ",Alagoas,Brasil,Ensino Superior,28503,4,,Marketing
7217,Bernardo Sousa,275.806.314-07,23,11/07/2001,"Viela de Silveira, 61
Etelvina Carneiro
20999-520 Pacheco de Leão / GO",Paraná,Brasil,Ensino Superior,12280,4,,Educação
7218,Ágatha Guerra,648.031.752-17,57,26/01/1967,"Feira de Machado, 53
Vila De Sá
59458-429 Pereira / RS",Minas Gerais,Brasil,Pós-Graduação,27175,1,,Tecnologia
7219,Pedro Henrique Borges,850.921.437-97,30,01/04/1994,"Núcleo de Sousa, 29
Cabana Do Pai Tomás
67742998 Almeida Grande / RJ",Santa Catarina,Brasil,Ensino Médio,29070,2,Solteiro(a),Tecnologia
7220,Isis da Rosa,038.426.791-22,53,05/08/1971,"Viaduto Igor Moreira, 57
Vila Independencia 3ª Seção
66981-466 Castro / RN",Espírito Santo,Brasil,Pós-Graduação,15926,3,Divorciado(a),Tecnologia
7221,Dr. Marcos Vinicius Almeida,514.937.286-28,48,03/07/1976,"Lagoa de Vasconcelos, 66
Vila Madre Gertrudes 2ª Seção
44738744 Marques / RN",Pará,Brasil,Doutorado,27374,4,Casado(a),Educação
7222,Bella Abreu,461.897.502-49,25,20/06/1999,"Condomínio de Cavalcante, 7
Cônego Pinheiro 2ª Seção
00748-272 Dias / CE",Tocantins,Brasil,Pós-Graduação,25540,0,Viúvo(a),Marketing
7223,Melissa das Neves,839.265.074-38,53,03/11/1970,"Condomínio da Mata, 4
Barão Homem De Melo 1ª Seção
47395-016 Sampaio / BA",Amazonas,Brasil,Doutorado,25796,2,Viúvo(a),Administração
7224,Ryan Pastor,,43,10/04/1981,"Residencial Maria Vitória Dias, 39
Vila Minaslandia
11758245 Fogaça de Freitas / PI",Santa Catarina,Brasil,Ensino Fundamental,20040,3,Solteiro(a),Educação
7225,Carolina da Rosa,538.974.021-14,27,31/08/1996,"Vila de Costa
Universo
48505435 Abreu do Galho / CE",Santa Catarina,Brasil,Doutorado,19967,3,,
7226,Maria Vitória Camargo,869.021.347-31,37,12/11/1986,"Pátio Arthur Gabriel Sales, 28
Morro Dos Macacos
53460845 Costela / RS",Rondônia,Brasil,Mestrado,26823,1,Divorciado(a),Saúde
7227,Pedro Pinto,893.065.472-00,53,16/04/1971,,,Brasil,Ensino Fundamental,18794,1,Divorciado(a),
7228,Leandro Costela,650.341.829-98,23,17/06/2001,"Sítio Vieira, 4
Bela Vitoria
54119996 Lima / PA",São Paulo,Brasil,Ensino Superior,8174,2,,Tecnologia
7229,Gustavo Henrique Macedo,756.910.324-61,39,17/12/1984,"Fazenda Théo Moraes, 36
Conjunto Lagoa
02852-164 Sampaio / SC",Rio Grande do Norte,Brasil,Mestrado,6292,4,Divorciado(a),Administração
7230,Srta. Maria Vitória Vargas,368.714.902-13,55,12/10/1968,"Residencial de Moraes, 55
Pirineus
34963205 Nascimento / ES",Goiás,Brasil,Mestrado,5144,2,Viúvo(a),Administração
7231,Mariah das Neves,956.214.078-49,57,05/03/1967,"Trecho de Mendonça
Maria Helena
18103-572 Sá de da Costa / TO",Mato Grosso,Brasil,Ensino Médio,9717,3,Viúvo(a),Saúde
7232,Dr. Rodrigo Montenegro,593.084.721-50,48,24/07/1976,"Colônia de Rodrigues, 86
São Bento
36482796 Mendonça / MA",Rio Grande do Sul,Brasil,Ensino Médio,23007,4,,Administração
7233,Bento Andrade,691.307.825-03,42,08/08/1982,"Núcleo da Paz
Vila Santo Antônio
23431-915 Novais de Caldeira / DF",Mato Grosso do Sul,Brasil,Doutorado,27656,3,Viúvo(a),Tecnologia
7234,Júlia Costela,418.972.635-46,35,29/09/1988,"Vale Rodrigo Costela, 88
Vila Califórnia
46421-109 Vargas / PB",Paraíba,Brasil,Doutorado,4470,1,Solteiro(a),Engenharia
7235,Srta. Natália Mendes,294.831.705-32,22,30/11/2001,"Fazenda Nogueira, 29
Vila Independencia 3ª Seção
14810-714 Costa Paulista / MG",Goiás,Brasil,Mestrado,16107,3,,Administração
7236,Bianca da Luz,387.651.409-66,31,15/02/1993,"Quadra Araújo, 98
Vila Maloca
44498-605 Novais de Castro / PB",Espírito Santo,Brasil,Pós-Graduação,14515,1,Solteiro(a),Engenharia
7237,Calebe Lima,367.054.182-90,49,30/06/1975,"Ladeira Nogueira, 9
Pousada Santo Antonio
13955540 Aragão / AP",Amazonas,Brasil,Mestrado,18471,1,Viúvo(a),Engenharia
7238,João Felipe Rodrigues,703.129.584-04,28,22/12/1995,"Área Luana Pinto, 66
Vila Da Ária
51582-831 Costa / ES",Mato Grosso do Sul,Brasil,Ensino Fundamental,11454,4,Viúvo(a),
7239,Sr. Luigi Carvalho,379.105.648-48,19,11/03/2005,"Passarela Pedro Henrique Aparecida, 59
Alto Barroca
95955996 da Rosa / PA",Roraima,Brasil,Doutorado,14704,4,Viúvo(a),Administração
7240,Sara Campos,608.473.519-39,30,21/01/1994,"Morro Cardoso, 830
Vila Nossa Senhora Do Rosário
28214067 Silva de Oliveira / RJ",Santa Catarina,Brasil,Ensino Superior,1732,0,Divorciado(a),Tecnologia
7241,Ana Laura Sousa,049.136.587-00,32,14/11/1991,"Pátio de Abreu, 460
São Sebastião
64987648 da Rocha / PI",Tocantins,Brasil,Ensino Superior,25063,0,Divorciado(a),Engenharia
7242,Natália Viana,609.452.738-00,29,26/02/1995,"Loteamento Pedro Ramos, 86
Boa União 1ª Seção
97475530 Correia / DF",Paraná,Brasil,Ensino Médio,20838,0,Divorciado(a),Administração
7243,Eduardo Vasconcelos,217.309.845-41,49,09/04/1975,"Vale de Macedo
Inconfidência
60264-268 Silveira / RR",Piauí,Brasil,Ensino Médio,22473,1,Solteiro(a),Educação
7244,Caleb Carvalho,570.183.426-35,51,13/06/1973,"Chácara Moreira, 5
São Bernardo
94049-780 Pinto / SC",Sergipe,Brasil,Mestrado,6993,1,,Administração
7245,Srta. Milena Peixoto,923.485.017-32,30,13/03/1994,"Largo de Novais, 8
Lindéia
50624-270 Andrade / PR",Bahia,Brasil,Ensino Superior,28285,1,Solteiro(a),Marketing
7246,Kevin Fonseca,540.967.832-00,34,18/09/1989,"Parque Marcos Vinicius Castro, 49
Nazare
18094855 Montenegro / ES",Acre,Brasil,Ensino Médio,1947,1,Divorciado(a),Marketing
7247,Catarina Garcia,238.176.504-26,52,25/12/1971,"Campo Melo, 147
Marmiteiros
69396296 Melo / AC",Mato Grosso,Brasil,Mestrado,23143,1,Solteiro(a),Engenharia
7248,Catarina Souza,905.821.476-11,43,16/02/1981,"Praia Isabella Moura, 156
Conjunto Paulo Vi
98675-008 Azevedo / MS",Paraná,Brasil,Ensino Superior,28987,3,Solteiro(a),Saúde
7249,Luísa Pereira,617.358.294-55,50,02/10/1973,"Ladeira de Mendes
Álvaro Camargos
69640-014 Teixeira / DF",Roraima,Brasil,Mestrado,17597,0,Solteiro(a),Engenharia
7250,Dante Pires,172.543.869-00,43,23/08/1980,"Passarela Lara Vasconcelos, 624
Chácara Leonina
68186-143 Mendonça / RN",Piauí,Brasil,Pós-Graduação,12123,3,Casado(a),Tecnologia
7251,Lívia Nunes,420.859.631-70,44,29/03/1980,"Avenida das Neves, 130
Vila São Gabriel
84050-363 Pastor / AP",Minas Gerais,Brasil,Ensino Superior,20594,2,Viúvo(a),Administração
7252,Bernardo Jesus,482.713.056-62,52,30/05/1972,"Residencial Fogaça, 31
Santo Agostinho
83904-654 Martins / RS",Goiás,Brasil,Doutorado,10251,0,Casado(a),
7253,Srta. Ana Júlia Sales,421.390.685-05,43,22/06/1981,"Praça de Gomes
Tirol
54022939 Cardoso / DF",Pernambuco,Brasil,Pós-Graduação,8554,4,Viúvo(a),
7254,Fernando da Cruz,796.835.120-03,50,11/07/1974,"Sítio Alexia Rocha, 199
Túnel De Ibirité
96537123 Araújo / AM",Pará,Brasil,Ensino Médio,20207,1,Viúvo(a),
7255,Bianca Ribeiro,702.195.836-68,32,21/03/1992,"Ladeira de Sampaio
Bela Vitoria
92475-008 Silveira / AM",Rio de Janeiro,Brasil,Pós-Graduação,4760,0,Divorciado(a),Tecnologia
7256,Maria Flor Dias,307.259.814-23,51,22/03/1973,"Parque de da Cunha, 39
Andiroba
59236519 Borges / AL",Amapá,Brasil,Ensino Médio,25276,4,,Tecnologia
